web-scraper-order,web-scraper-start-url,link,link-href,title,price,description,material,size,style,colour,colour2
"1573261323-4665","https://www2.hm.com/en_us/women/products/tops.html","Smocked Top","https://www2.hm.com/en_us/productpage.0757711001.html","Smocked Top","$24.99","Short top in textured jersey. Elasticized upper edge with narrow ruffle trim, narrow, tie-top shoulder straps, and smocking at hem with a ruffle.","Polyester 99%, Elastane 1%","Short","STYLE
				
					Smocking
					Camisole Top","Black","Black"
"1573263730-5398","https://www2.hm.com/en_us/women/products/tops.html","Striped Jersey Top","https://www2.hm.com/en_us/productpage.0683662005.html","Striped Jersey Top","$9.99","Long-sleeved top in soft cotton jersey with ribbing at neckline and cuffs.","Cotton 100%","Long sleeve","","Black/white/yellow","Black/white striped"
"1573263192-5228","https://www2.hm.com/en_us/women/products/tops.html","Off-the-shoulder Top","https://www2.hm.com/en_us/productpage.0719084002.html","Off-the-shoulder Top","$17.99","Fitted, off-the-shoulder top in jersey with a shallow V-neck and long sleeves.","Polyester 95%, Elastane 5%","Long sleeve","STYLE
				
					Off-the-shoulder
					V-neck","White","White"
"1573263765-5408","https://www2.hm.com/en_us/women/products/tops.html","Glittery Top","https://www2.hm.com/en_us/productpage.0820868001.html","Glittery Top","$17.99","Sleeveless top with a V-neck front and back.","Polyamide 92%, Elastane 5%, Metallized fiber 3%","Sleeveless","STYLE
				
					V-neck","Black/silver-colored","Black/glitter"
"1573261931-4844","https://www2.hm.com/en_us/women/products/tops.html","Long Jersey Camisole Top","https://www2.hm.com/en_us/productpage.0355569002.html","Long Jersey Camisole Top","$4.99","Long, fitted camisole top in jersey with narrow, adjustable shoulder straps.","Cotton 95%, Elastane 5%","null","STYLE
				
					Camisole Top","Solid-color","White"
"1573261036-4581","https://www2.hm.com/en_us/women/products/tops.html","Crêped Silk Top","https://www2.hm.com/en_us/productpage.0773757003.html","Crêped Silk Top","$59.99","PREMIUM QUALITY. Sleeveless, wide-cut top in woven, crêped silk fabric. Gently flared with rounded hem.","Silk 100%","Back: Length: 65.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Round Neck
					Tank Top","Light yellow","Light yellow"
"1573263045-5186","https://www2.hm.com/en_us/women/products/tops.html","Cotton T-shirt","https://www2.hm.com/en_us/productpage.0610776001.html","Cotton T-shirt","$4.99","T-shirt in lightweight cotton jersey with a rounded hem. Slightly longer at back.","Cotton 100%","Front: Length: 63.0 cm (Size M) – cm = unitofmeasure","","White","White"
"1573261627-4753","https://www2.hm.com/en_us/women/products/tops.html","Lace-trimmed Top","https://www2.hm.com/en_us/productpage.0691162001.html","Lace-trimmed Top","$24.99","Sleeveless, V-neck top in woven cotton fabric with pin-tucks at front. Lace trim at neckline, armholes, and hem.","Cotton 100%","Sleeveless","STYLE
				
					V-neck","White","White"
"1573263632-5368","https://www2.hm.com/en_us/women/products/tops.html","Striped Jersey Top","https://www2.hm.com/en_us/productpage.0683662021.html","Striped Jersey Top","$9.99","Long-sleeved top in soft cotton jersey with ribbing at neckline and cuffs.","Cotton 100%","Long sleeve","","Black/white/red","Black/white striped"
"1573261846-4819","https://www2.hm.com/en_us/women/products/tops.html","Viscose T-shirt","https://www2.hm.com/en_us/productpage.0698273004.html","Viscose T-shirt","$12.99","T-shirt in soft viscose jersey with a slight sheen. Printed motif at front and ribbing at neckline.","Viscose 100%","Short sleeve","STYLE
				
					Round Neck","Vintage pink","Vintage pink/Rome"
"1573261639-4757","https://www2.hm.com/en_us/women/products/tops.html","T-shirt with Motif","https://www2.hm.com/en_us/productpage.0763943012.html","T-shirt with Motif","$12.99","Relaxed-fit T-shirt in cotton jersey with a motif. Dropped shoulders and sewn cuffs on sleeves.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck","White/orange","White/No Chance For Romance"
"1573263629-5367","https://www2.hm.com/en_us/women/products/tops.html","Mesh Top","https://www2.hm.com/en_us/productpage.0792521006.html","Mesh Top","$12.99","Fitted top in stretch mesh with a round neckline and long sleeves.","Polyester 95%, Elastane 5%","Long sleeve","STYLE
				
					Round Neck","Black","Black/dotted"
"1573263770-5409","https://www2.hm.com/en_us/women/products/tops.html","Cotton T-shirt","https://www2.hm.com/en_us/productpage.0678342002.html","Cotton T-shirt","$5.99","Fitted T-shirt in soft cotton jersey. Slightly wider neckline with narrow ribbing.","Cotton 55%, Polyester 40%, Elastane 5%","Short sleeve","","White","White"
"1573261124-4610","https://www2.hm.com/en_us/women/products/tops.html","Smocked Off-the-shoulder Top","https://www2.hm.com/en_us/productpage.0708516001.html","Smocked Off-the-shoulder Top","$14.99","Short, smocked, off-the-shoulder top in cotton jersey with short sleeves and overlocked edges.","Elastic ribbings: Polyester 65%, Elastane 35%","Short","STYLE
				
					Smocking
					Off-the-shoulder
					Crop Top","White","White"
"1573261602-4745","https://www2.hm.com/en_us/women/products/tops.html","Jersey Bodysuit","https://www2.hm.com/en_us/productpage.0775328011.html","Jersey Bodysuit","$9.99","Sleeveless, V-neck bodysuit in soft jersey. Extra-narrow, adjustable shoulder straps. Concealed snap fasteners at gusset.","Cotton 95%, Elastane 5%","Sleeveless","STYLE
				
					V-neck","White/blue","White/blue patterned"
"1573261048-4585","https://www2.hm.com/en_us/women/products/tops.html","T-shirt with Motif","https://www2.hm.com/en_us/productpage.0640258012.html","T-shirt with Motif","$14.99","T-shirt in soft viscose jersey with a motif at front.","Cotton 88%, Viscose 7%, Elastane 5%","Short sleeve","","Light gray melange/white/pink/green","Light gray melange/striped"
"1573262659-5075","https://www2.hm.com/en_us/women/products/tops.html","Boat-necked Jersey Top","https://www2.hm.com/en_us/productpage.0685347001.html","Boat-necked Jersey Top","$12.99","Fitted top in soft cotton jersey with a boat neck and 3/4-length sleeves.","Cotton 95%, Elastane 5%","3/4 sleeve","STYLE
				
					Boat Neck","Black","Black"
"1573263142-5214","https://www2.hm.com/en_us/women/products/tops.html","2-pack Cotton T-shirts","https://www2.hm.com/en_us/productpage.0826646002.html","2-pack Cotton T-shirts","$9.99","CONSCIOUS. Fitted T-shirts in soft organic cotton jersey.","Cotton 60%, Polyester 40%","Short sleeve","STYLE
				
					Round Neck","Powder pink/dark gray melange","Powder pink/dark gray melange"
"1573261759-4794","https://www2.hm.com/en_us/women/products/tops.html","Off-the-shoulder Top","https://www2.hm.com/en_us/productpage.0747045003.html","Off-the-shoulder Top","$14.99","Fitted, off-the-shoulder top in soft cotton jersey with ribbing at upper edge and long sleeves.","Cotton 95%, Elastane 5%","Long sleeve","STYLE
				
					Off-the-shoulder
					V-neck","Red","Red"
"1573260756-4494","https://www2.hm.com/en_us/women/products/tops.html","Lyocell Tank Top","https://www2.hm.com/en_us/productpage.0762392002.html","Lyocell Tank Top","$12.99","CONSCIOUS. Tank top in airy jersey made from Tencel® lyocell. Low-cut neckline front and back.","Lyocell 100%","Sleeveless","STYLE
				
					Camisole Top
					Low-cut Neckline","Powder beige","Powder beige"
"1573262856-5134","https://www2.hm.com/en_us/women/products/tops.html","Puff-sleeved Jersey Bodysuit","https://www2.hm.com/en_us/productpage.0829717003.html","Puff-sleeved Jersey Bodysuit","$9.99","Fitted bodysuit in jersey. Slightly wider neckline, 3/4-length puff sleeves with gathered seams, and snap fasteners at gusset.","Polyester 92%, Elastane 8%","3/4 sleeve","STYLE
				
					Puff Sleeve","Black/white","Black/dotted"
"1573262140-4909","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Top","https://www2.hm.com/en_us/productpage.0808305001.html","Ribbed Top","$17.99","Fitted top in ribbed jersey with a round neckline and long raglan sleeves.","Polyester 87%, Cotton 7%, Elastane 6%","Long sleeve","STYLE
				
					Raglan Sleeve
					Round Neck","Light beige melange","Light beige melange"
"1573263746-5403","https://www2.hm.com/en_us/women/products/tops.html","Cotton T-shirt","https://www2.hm.com/en_us/productpage.0678342001.html","Cotton T-shirt","$5.99","Fitted T-shirt in soft cotton jersey. Slightly wider neckline with narrow ribbing.","Cotton 95%, Elastane 5%","Short sleeve","","Black","Black"
"1573263354-5282","https://www2.hm.com/en_us/women/products/tops.html","Fitted Top","https://www2.hm.com/en_us/productpage.0843246002.html","Fitted Top","$29.99","Fitted top in thick cotton jersey with a ribbed neckline, short sleeves with ribbed cuffs, and a rounded hem.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck","Light beige","Light beige"
"1573261179-4625","https://www2.hm.com/en_us/women/products/tops.html","Jersey Top with Ties","https://www2.hm.com/en_us/productpage.0744703001.html","Jersey Top with Ties","$17.99","Sleeveless top in crêped jersey. Small stand-up collar, V-neck opening at front with ties, and pleats at top. Straight-cut hem.","Polyester 93%, Elastane 7%","Sleeveless","STYLE
				
					Stand-up Collar
					V-neck","Dark blue","Dark blue"
"1573261875-4828","https://www2.hm.com/en_us/women/products/tops.html","Modal-blend T-shirt","https://www2.hm.com/en_us/productpage.0771981006.html","Modal-blend T-shirt","$9.99","Jersey T-shirt in a soft cotton and modal blend. Wide neckline, short sleeves with sewn cuffs, and rounded hem.","Cotton 50%, Modal 50%","Short sleeve","STYLE
				
					Round Neck","Burgundy","Burgundy"
"1573260950-4554","https://www2.hm.com/en_us/women/products/tops.html","Tie-hem Top","https://www2.hm.com/en_us/productpage.0760240002.html","Tie-hem Top","$12.99","Tie-hem top in cotton jersey with a motif.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck","White/dark blue","White/blue striped"
"1573261071-4593","https://www2.hm.com/en_us/women/products/tops.html","Fine-knit Polo Shirt","https://www2.hm.com/en_us/productpage.0762457002.html","Fine-knit Polo Shirt","$24.99","Fine-knit polo shirt in a viscose and nylon blend. Ribbed collar, button placket, and short sleeves. Ribbing at cuffs and hem.","Viscose 78%, Polyamide 22%","Short sleeve","STYLE
				
					Polo shirt","Light beige","Light beige"
"1573261559-4734","https://www2.hm.com/en_us/women/products/tops.html","V-neck Viscose Top","https://www2.hm.com/en_us/productpage.0728592002.html","V-neck Viscose Top","$12.99","Short-sleeved, V-neck top in soft viscose jersey with a loose fit. Rounded hem, longer at back.","Viscose 100%","Short sleeve","STYLE
				
					V-neck","White","White"
"1573260906-4542","https://www2.hm.com/en_us/women/products/tops.html","Sleeveless Top","https://www2.hm.com/en_us/productpage.0632307002.html","Sleeveless Top","$12.99","Sleeveless top in crêped jersey with a small, gathered stand-up collar, V-shaped opening at front, and rounded hem.","Polyester 95%, Elastane 5%","Sleeveless","STYLE
				
					Stand-up Collar
					V-neck","White","White"
"1573262946-5158","https://www2.hm.com/en_us/women/products/tops.html","Draped Satin Top","https://www2.hm.com/en_us/productpage.0772014002.html","Draped Satin Top","$17.99","Sleeveless satin top with a draped neckline and narrow, adjustable shoulder straps.","Polyester 100%","Sleeveless","STYLE
				
					Draped
					Camisole Top","Black","Black"
"1573260759-4495","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Tank Top","https://www2.hm.com/en_us/productpage.0524529001.html","Ribbed Tank Top","$12.99","Short, rib-knit tank top in soft fabric. Narrow-cut at top with short, narrow shoulder straps.","Viscose 40%, Acrylic 40%, Polyamide 18%, Elastane 2%","Short","STYLE
				
					Camisole Top","Dark khaki green","Dark khaki green"
"1573260997-4569","https://www2.hm.com/en_us/women/products/tops.html","V-neck Jersey Top","https://www2.hm.com/en_us/productpage.0740652003.html","V-neck Jersey Top","$14.99","Short, fitted top in jersey with a V-neck, narrow adjustable shoulder straps, and inset lace trim below bust. Pompom trim at neckline and hem.","Lace: Polyamide 95%, Elastane 5%","Short","STYLE
				
					Camisole Top
					V-neck","Black","Black"
"1573261552-4732","https://www2.hm.com/en_us/women/products/tops.html","Smocked Tube Top","https://www2.hm.com/en_us/productpage.0761340001.html","Smocked Tube Top","$12.99","Short top in smocked cotton jersey. Elasticized upper edge and overlocked trim at upper and lower edges.","Cotton 100%","Short","STYLE
				
					Smocking
					Tube Top","Black","Black"
"1573261172-4623","https://www2.hm.com/en_us/women/products/tops.html","Smocked Linen-blend Top","https://www2.hm.com/en_us/productpage.0783751001.html","Smocked Linen-blend Top","$29.99","Fitted, smocked top in woven linen-blend fabric. Elasticized shoulder straps, buttons at front, and ruffle trim.","Viscose 73%, Linen 27%","Sleeveless","STYLE
				
					Smocking
					Camisole Top","Light beige","Light beige"
"1573263935-5459","https://www2.hm.com/en_us/women/products/tops.html","Long-sleeved Bodysuit","https://www2.hm.com/en_us/productpage.0818894002.html","Long-sleeved Bodysuit","$24.99","Long-sleeved, turtleneck bodysuit. Cut-out section at front, opening at back of neck with buttons, and snap fasteners at gusset. Lined at front.","Lining: Polyester 100%","Long sleeve","STYLE
				
					Mock Turtleneck
					Cut-out","Black","Black"
"1573260646-4462","https://www2.hm.com/en_us/women/products/tops.html","Bodysuit with Lacing","https://www2.hm.com/en_us/productpage.0772329001.html","Bodysuit with Lacing","$34.99","Bodysuit in crêped jersey with an open back and shoulder straps tied and crossed at back. Concealed snap fasteners at gusset. Unlined.","Polyester 96%, Elastane 4%","Sleeveless","","Black","Black"
"1573263683-5383","https://www2.hm.com/en_us/women/products/tops.html","Wide-cut Cotton T-shirt","https://www2.hm.com/en_us/productpage.0806388002.html","Wide-cut Cotton T-shirt","$9.99","Wide-cut T-shirt in soft cotton jersey with a ribbed neckline.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck","White","White"
"1573261431-4698","https://www2.hm.com/en_us/women/products/tops.html","Jersey Top","https://www2.hm.com/en_us/productpage.0740824007.html","Jersey Top","$12.99","Top in soft jersey with a round neckline and short sleeves.","Lyocell 100%","Short sleeve","STYLE
				
					Round Neck","Gray melange","Gray melange"
"1573263529-5337","https://www2.hm.com/en_us/women/products/tops.html","Short Jersey Top","https://www2.hm.com/en_us/productpage.0824905001.html","Short Jersey Top","$12.99","Short, fitted top in ribbed jersey. Slightly lower-cut neckline, long sleeves, and decorative buttons at front.","Cotton 92%, Elastane 8%","Short","STYLE
				
					Low-cut Neckline
					Crop Top","Black","Black"
"1573261774-4799","https://www2.hm.com/en_us/women/products/tops.html","T-shirt with Stand-up Collar","https://www2.hm.com/en_us/productpage.0790096004.html","T-shirt with Stand-up Collar","$9.99","Straight-cut T-shirt in soft cotton jersey with a stand-up collar.","Cotton 100%","Short sleeve","STYLE
				
					Stand-up Collar","Light yellow","Light yellow"
