web-scraper-order,web-scraper-start-url,link,link-href,title,price,colour,description,material
"1573331846-12659","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","GIRLS PRINT T-SHIRT","https://www.zara.com/sg/en/girls-print-t-shirt-p00962633.html","GIRLS PRINT T-SHIRT Details","S$ 29.90","White","Loose, short sleeve T-shirt with a round neckline and a contrasting print detail on the front and back. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573338654-14679","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","VELVET CROP TOP","https://www.zara.com/sg/en/velvet-crop-top-p04530105.html","VELVET CROP TOP Details","S$ 45.90","Black","V-neck crop top. Featuring thin metallic straps and elastic detail in the back. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573330898-12423","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","ALADDIN © DISNEY T-SHIRT","https://www.zara.com/sg/en/aladdin-%C2%A9-disney-t-shirt-p00962203.html","ALADDIN © DISNEY T-SHIRT Details","S$ 39.90","White","Short sleeve T-shirt with a round neckline. Featuring an Aladdin © Disney print on the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573338791-14726","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","HIGH NECK SATIN FINISH BLOUSE","https://www.zara.com/sg/en/high-neck-satin-finish-blouse-p03564179.html","HIGH NECK SATIN FINISH BLOUSE Details","S$ 49.90","Petrol blue","Long sleeve blouse with a high neck. Featuring a buttoned opening in the back.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573342607-15885","https://www.zara.com/sg/en/woman-outerwear-l1184.html?v1=1281618","REVERSIBLE WATER-REPELLENT PARKA","https://www.zara.com/sg/en/reversible-water-repellent-parka-p03427209.html","REVERSIBLE WATER-REPELLENT PARKA Details","S$ 139.00","Black","Reversible water-repellent parka on one side and fuzzy on the other. Featuring a high collar with adjustable hood, long cuffed sleeves, an adjustable waist with elastic drawstrings and flap pockets with snap buttons and thermal interior lining. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573332507-12850","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","RIPPED DENIM MINI SKIRT","https://www.zara.com/sg/en/ripped-denim-mini-skirt-p09794011.html","RIPPED DENIM MINI SKIRT Details","S$ 45.90","Blue","Faded-effect mini skirt with ripped detailing on the front. Featuring a five-pocket design, a frayed hem and zip fly and metal top button fastening. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.","null"
"1573341068-15394","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","PLEATED MIDI DRESS","https://www.zara.com/sg/en/pleated-midi-dress-p07385349.html","PLEATED MIDI DRESS Details","S$ 89.90","Khaki","Midi dress with a round neckline, sleeves falling below the elbow with elastic ruffled trims, in-seam side pockets, pleated detail, asymmetric hem and a buttoned opening at the back.

HEIGHT OF MODEL: 177 CM / 69.6″","null"
"1573337709-14391","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","FAUX LEATHER CROP TOP","https://www.zara.com/sg/en/faux-leather-crop-top-p08574226.html","FAUX LEATHER CROP TOP Details","S$ 49.90","Black","Round neck top with long sleeves, an elastic hem and invisible zip fastening at the back.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573330066-12128","https://www.zara.com/sg/en/woman-basics-l1050.html?v1=1282128","BASIC ASYMMETRICAL T-SHIRT","https://www.zara.com/sg/en/basic-asymmetrical-t-shirt-p04174025.html","BASIC ASYMMETRICAL T-SHIRT Details","S$ 14.90","Leopard","Short sleeve T-shirt with a round neckline and an asymmetric hem.

MODEL HEIGHT: 177 CM

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.","null"
"1573339992-15095","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","FULL SLEEVE DRESS","https://www.zara.com/sg/en/full-sleeve-dress-p02157243.html","FULL SLEEVE DRESS Details","S$ 69.90","Dark bottle green","A-line mini dress featuring a high neck, short puff sleeves and an opening in the back with matching covered button.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573340301-15177","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","HIGH NECK DRESS","https://www.zara.com/sg/en/high-neck-dress-p02492159.html","HIGH NECK DRESS Details","S$ 69.90","Sand","Long sleeve mini dress with a high neck. Featuring front patch pockets with flaps, side pockets and metal snap-button fastening at the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573333172-13042","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","PENCIL SKIRT","https://www.zara.com/sg/en/pencil-skirt-p03068243.html","PENCIL SKIRT Details","S$ 69.90","Black","High waist midi skirt featuring a front slit at the hem and invisible side zip fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573334364-13393","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","FLARED LEGGINGS","https://www.zara.com/sg/en/flared-leggings-p04215626.html","FLARED LEGGINGS Details","S$ 45.90","Black","Mid waist leggings with an elastic waistband. Featuring flared hems. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573341065-15393","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","FAUX SUEDE DRESS","https://www.zara.com/sg/en/faux-suede-dress-p08743199.html","FAUX SUEDE DRESS Details","S$ 69.90","Black","Short dress with a round neckline. Featuring puff sleeves that fall bellow the elbow with pleated cuffs and invisible back zip fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: at least 25% recycled polyester. 
Recycled polyester is made from recycled plastic bottles and consumes less water, less energy and fewer natural resources.","null"
"1573330988-12443","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","PLEATED TUNIC","https://www.zara.com/sg/en/pleated-tunic-p05584452.html","PLEATED TUNIC Details","S$ 45.90","901","Loose tunic with a v-neck and long loose sleeves. Side vents at the hem. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573335223-13654","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","null","","","","","",""
"1573340849-15327","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","LACE DRESS WITH BOW","https://www.zara.com/sg/en/lace-dress-with-bow-p06264200.html","LACE DRESS WITH BOW Details","S$ 179.00","Mustard","Dress featuring a high collar with V-neckline, long sleeves with pronounced shoulders, lining and invisible side zip fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573339999-15097","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","DRESS WITH MATCHING POCKETS","https://www.zara.com/sg/en/dress-with-matching-pockets-p06050913.html","DRESS WITH MATCHING POCKETS Details","S$ 45.90","Mustard","Oversized round neck dress with long sleeves and front patch pockets.

HEIGHT OF MODEL: 177 cm. / 5′ 9″


JOIN LIFE
Care for fiber: At least 95% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.","null"
"1573338227-14543","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","FLORAL PRINT BLOUSE WITH MATCHING TRIMS","https://www.zara.com/sg/en/floral-print-blouse-with-matching-trims-p03564191.html","FLORAL PRINT BLOUSE WITH MATCHING TRIMS Details","S$ 59.90","Multicoloured","Long sleeve V-neck blouse with matching ruffle trims and a button-up front.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573342813-15941","https://www.zara.com/sg/en/woman-outerwear-l1184.html?v1=1281618","FRINGED COAT WITH BELT","https://www.zara.com/sg/en/fringed-coat-with-belt-p05854224.html","FRINGED COAT WITH BELT Details","S$ 229.00","Sand","Coat with a lapel collar and long sleeves. Featuring front welt pockets, fringes on the front and a belt appliqué in matching fabric.

HEIGHT OF MODEL 177 cm. / 69.6″","null"
"1573340436-15216","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","COMBINED VOLUMINOUS DRESS","https://www.zara.com/sg/en/combined-voluminous-dress-p04530301.html","COMBINED VOLUMINOUS DRESS Details","S$ 89.90","Black","Round neck midi dress with short puff sleeves. Fabric detail with matching appliqué. Lined. Buttoned opening in the back.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573335530-13789","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","BEADED KNIT SWEATER","https://www.zara.com/sg/en/beaded-knit-sweater-p05507102.html","BEADED KNIT SWEATER Details","S$ 69.90","Sand","Round neck sweater with long sleeves. Featuring contrast beading and ribbed trims.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573331701-12628","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","SEQUIN PRINT T-SHIRT","https://www.zara.com/sg/en/sequin-print-t-shirt-p05410457.html","SEQUIN PRINT T-SHIRT Details","S$ 39.90","Oyster White","Short sleeve T-shirt with a round neckline. Featuring a contrast front print with sequinned appliqués. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573332899-12958","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","ANIMAL PRINT SKIRT","https://www.zara.com/sg/en/animal-print-skirt-p08372256.html","ANIMAL PRINT SKIRT Details","S$ 69.90","Brown","Flowing midi skirt with a combined faux leather waistband. Fastening on the side with invisible zip and snap button.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573335669-13827","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","RIBBED KNIT DRESS","https://www.zara.com/sg/en/ribbed-knit-dress-p02142129.html","RIBBED KNIT DRESS Details","S$ 89.90","Maroon","Long knit A-line dress featuring a slot collar and long sleeves.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573339070-14866","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","STRIPED DRESS","https://www.zara.com/sg/en/striped-dress-p07800760.html","STRIPED DRESS Details","S$ 89.90","Ecru / Black","Midi dress featuring a high collar with V-neckline, short sleeves, gathered elastic waist, asymmetric hem with side vents and button fastening in the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573341872-15656","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","FAUX LEATHER JACKET","https://www.zara.com/sg/en/faux-leather-jacket-p03046223.html","FAUX LEATHER JACKET Details","S$ 119.00","Black","Jacket with a high neck, hood and long sleeves. Featuring an adjustable drawstring hem, front zip pockets and metal zip-up fastening at the front.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573338042-14489","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","SEQUINNED TOP WITH FRINGING","https://www.zara.com/sg/en/sequinned-top-with-fringing-p01131805.html","SEQUINNED TOP WITH FRINGING Details","S$ 49.90","Silver","Sleeveless top with a round neckline, sequin appliqués and a fringed hem.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573332685-12900","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","FLORAL PRINT SKIRT","https://www.zara.com/sg/en/floral-print-skirt-p09878175.html","FLORAL PRINT SKIRT Details","S$ 69.90","Red / White","Midi skirt with an elastic waist and gathered seam details. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573338953-14811","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","null","","","","","",""
"1573338046-14490","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","LONG DOTTED MESH BLOUSE","https://www.zara.com/sg/en/long-dotted-mesh-blouse-p03666188.html","LONG DOTTED MESH BLOUSE Details","S$ 69.90","Black","Semi-sheer blouse featuring a round neckline with an opening fastened by ties, long sleeves with elastic cuffs, a matching lace chest, ruffle trims in matching fabric and an asymmetric hem. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573332305-12799","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","AUTHENTIC DENIM MOM FIT BERMUDA SHORTS","https://www.zara.com/sg/en/authentic-denim-mom-fit-bermuda-shorts-p05575019.html","AUTHENTIC DENIM MOM FIT BERMUDA SHORTS Details","S$ 45.90","Black","High waist Bermuda shorts featuring a five-pocket design, turn-up hems and zip fly and top button fastening.

MODEL HEIGHT: 177 CM","null"
"1573340762-15306","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","TWEED DRESS WITH CONTRAST ORGANZA","https://www.zara.com/sg/en/tweed-dress-with-contrast-organza-p02731271.html","TWEED DRESS WITH CONTRAST ORGANZA Details","S$ 89.90","Black / White","Mini dress with high collar, bow and long sleeves with contrasting organza fabric. A-line cut and front button fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573340962-15362","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","ASYMMETRIC PRINTED DRESS","https://www.zara.com/sg/en/asymmetric-printed-dress-p08265457.html","ASYMMETRIC PRINTED DRESS Details","S$ 89.90","Blues","Round neck dress featuring long sleeves with puff shoulders, pleats at the waist, an asymmetric hem and invisible back zip fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573342323-15775","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","CORDUROY OVERSIZED OVERSHIRT WITH POCKETS","https://www.zara.com/sg/en/corduroy-oversized-overshirt-with-pockets-p08372222.html","CORDUROY OVERSIZED OVERSHIRT WITH POCKETS Details","S$ 69.90","Ecru","Collared overshirt with long rolled-up sleeves. Featuring front welt pockets, chest patch pockets with flaps, frayed hem and button-up fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for water: These garments have been made using technologies that reduce water consumption in dyeing processes.","null"
"1573340237-15159","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","POLKA DOT DRESS WITH KNOT DETAIL","https://www.zara.com/sg/en/polka-dot-dress-with-knot-detail-p08514165.html","POLKA DOT DRESS WITH KNOT DETAIL Details","S$ 69.90","Petrol blue","Mini dress with a shirt collar and long sleeves with elastic cuffs. Featuring a knot detail on the front and front button fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573336306-13991","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","ALPACA AND WOOL SWEATER","https://www.zara.com/sg/en/alpaca-and-wool-sweater-p09598102.html","ALPACA AND WOOL SWEATER Details","S$ 89.90","Anthracite grey","Knit sweater made of an alpaca and wool blend. Featuring high neck and long sleeves.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573330797-12399","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","null","","","","","",""
