web-scraper-order,web-scraper-start-url,link,link-href,title,price,description,material,size,style,colour,colour2
"1573254358-4430","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Smocking","https://www2.hm.com/en_us/productpage.0812683016.html","Dress with Smocking","$34.99","Long dress in airy, woven fabric. Round, gathered neckline, small opening at back of neck, and long, slightly wider raglan sleeves. Smocking at waist and gathered, softly draped skirt. Unlined.","Viscose 100%","Long","STYLE
				
					Smocking
					Raglan Sleeve
					Round Neck
					Keyhole","Light beige/brown/green/white","Lt. beige/snakeskin patterned"
"1573236708-3950","https://www2.hm.com/en_us/women/products/dresses.html","Bib overall Dress","https://www2.hm.com/en_us/productpage.0766955001.html","Bib overall Dress","$34.99","Short bib overall dress in soft fabric. Adjustable suspenders with metal fasteners at front. Lined at top.","Polyester 100%","Short","STYLE
				
					Jumper","Black","Black/faux suede"
"1573235602-3919","https://www2.hm.com/en_us/women/products/dresses.html","Long Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0759231002.html","Long Dress with Tie Belt","$39.99","Long dress in woven, striped fabric. Wide, elasticized neckline and 3/4-length, raglan balloon sleeves with elasticized cuffs. Tie belt at waist and wide flounce at hem. Unlined.","Viscose 82%, Cotton 13%, Linen 5%","Back: Length: 117.0 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Raglan Sleeve
					Balloon Sleeve","White/beige","White/striped"
"1573234949-3901","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Dress","https://www2.hm.com/en_us/productpage.0639511004.html","V-neck Dress","$29.99","Short dress in woven fabric with a sheen. V-neck and wrapover at top with snap fastener. Opening at back, concealed button at back of neck, long sleeves with cuffs and side slits, and seam at waist. Unlined.","Polyester 100%","Sleeve: Length: 53.0 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Wrapover
					V-neck","Emerald green","Emerald green"
"1573226844-3665","https://www2.hm.com/en_us/women/products/dresses.html","Cotton Bib Overall Dress","https://www2.hm.com/en_us/productpage.0795486001.html","Cotton Bib Overall Dress","$34.99","Short, fitted dress in cotton twill. Buttons at front and V-neck with concealed snap fastener at top. Adjustable shoulder straps with large plastic buckles, side pockets with decorative flap, and seam at waist with removable tie belt. Unlined.","Pocket lining: Polyester 100%","Short","STYLE
				
					Jumper
					V-neck","Beige","Beige"
"1573253906-4418","https://www2.hm.com/en_us/women/products/dresses.html","Puff-sleeved Dress","https://www2.hm.com/en_us/productpage.0839426001.html","Puff-sleeved Dress","$69.99","Short dress in airy, jacquard-weave fabric. High collar, buttons at back of neck, opening at back, and concealed zip at lower back. Long puff sleeves with gathers, seam at waist, and flared skirt. Liner dress with adjustable shoulder straps.","Polyamide 58%, Elastane 42%","Back: Length: 82.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Puff Sleeve
					High Collar","Dark beige","Dark beige"
"1573238324-3996","https://www2.hm.com/en_us/women/products/dresses.html","Patterned Satin Dress","https://www2.hm.com/en_us/productpage.0813898002.html","Patterned Satin Dress","$34.99","Calf-length dress in satin with a printed pattern. V-neck at front with elasticized gathers for a draped effect, long sleeves, and smocked seam at waist. Unlined.","Polyester 100%","Shoulder: Width: 39.8 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Smocking
					Draped
					V-neck","Khaki green/black","Khaki green/leopard print"
"1573247308-4238","https://www2.hm.com/en_us/women/products/dresses.html","Short Chiffon Dress","https://www2.hm.com/en_us/productpage.0816597004.html","Short Chiffon Dress","$24.99","Short dress in airy plumeti chiffon. Wide neckline with drawstring, long raglan sleeves with ruffle at cuffs, and elasticized seam at waist. Seam at hem with flounce. Partly lined in jersey.","Polyester 100%","Back: Length: 84.5 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Raglan Sleeve
					Round Neck","Red","Red"
"1573234472-3888","https://www2.hm.com/en_us/women/products/dresses.html","Chiffon Dress","https://www2.hm.com/en_us/productpage.0784176001.html","Chiffon Dress","$34.99","Knee-length dress in airy, textured chiffon. Ruffle-trimmed V-neck and short, ruffled sleeves. Seam at waist with concealed elastication and flared, gathered skirt. Lined.","Polyester 100%","Back: Length: 90.0 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Flounced Sleeve
					V-neck","Dark blue","Dark blue"
"1573242994-4123","https://www2.hm.com/en_us/women/products/dresses.html","Lyocell-blend Bandeau Dress","https://www2.hm.com/en_us/productpage.0754231001.html","Lyocell-blend Bandeau Dress","$69.99","CONSCIOUS. Short dress in an airy, Tencel® lyocell blend with a printed pattern. Detachable, adjustable shoulder straps, silicone trim at top, draping at front, and smocking at back. Concealed zip at one side with hook-and-eye fastener, Seam at waist and a gently flared skirt. Satin lining.","Lining: Polyester 100%","Short","STYLE
				
					Smocking
					Draped
					Bandeau","Beige/black","Beige/zebra print"
"1573231025-3787","https://www2.hm.com/en_us/women/products/dresses.html","Crêped Dress","https://www2.hm.com/en_us/productpage.0720506007.html","Crêped Dress","$39.99","Calf-length dress in woven, crêped viscose fabric. V-neck, covered buttons at front, and short sleeves with high slit and ties. Gathered seam at waist and straight-cut, gently flared skirt. Unlined.","Viscose 100%","Back: Length: 126.0 cm (Size 8) – cm = unitofmeasure","STYLE
				
					V-neck","Black","Black"
"1573244990-4176","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0649397012.html","Dress with Tie Belt","$29.99","Knee-length dress in woven fabric. Boat neck, 3/4-length sleeves with slit and button at cuffs, and a removable tie belt at waist.","Lining: Polyester 100%","Back: Length: 92.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Boat Neck","Dark brown","Dark brown"
"1573242216-4102","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0649397011.html","Dress with Tie Belt","$29.99","Knee-length dress in woven fabric. Boat neck, 3/4-length sleeves with slit and button at cuffs, and a removable tie belt at waist.","Polyester 100%","Back: Length: 92.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Boat Neck","Dark blue/white/rust red/light blue","Dark blue/paisley-patterned"
"1573245065-4178","https://www2.hm.com/en_us/women/products/dresses.html","Denim Shirt Dress","https://www2.hm.com/en_us/productpage.0747349001.html","Denim Shirt Dress","$29.99","Short dress in washed cotton denim. Collar, snap fasteners at front, chest pockets with flap and snap fastener, and side pockets. Yoke at shoulders and back, long sleeves, and snap fastener at cuffs. Rounded hem.","Cotton 100%","Sleeve: Length: 60.5 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Shirt Dress","Denim blue","Denim blue"
"1573242469-4109","https://www2.hm.com/en_us/women/products/dresses.html","Long Chiffon Dress","https://www2.hm.com/en_us/productpage.0762433003.html","Long Chiffon Dress","$69.99","CONSCIOUS. Long dress in airy, crêped chiffon made partly from recycled polyester. V-neck with large ruffle at top and low-cut back with narrow horizontal ties. Seam at waist and wide, straight-cut skirt. Concealed zip at one side. Lined.","Lining: Polyester 100%","Long","STYLE
				
					Low-cut Neckline
					V-neck","Pigeon blue","Pigeon blue"
"1573239166-4020","https://www2.hm.com/en_us/women/products/dresses.html","Pleated Dress","https://www2.hm.com/en_us/productpage.0771537002.html","Pleated Dress","$34.99","Knee-length dress in pleated chiffon with narrow shoulder straps and a narrow tie belt at waist. Lined.","Polyester 97%, Elastane 3%","Midi","","Black","Black"
"1573230582-3774","https://www2.hm.com/en_us/women/products/dresses.html","Denim Shirt Dress","https://www2.hm.com/en_us/productpage.0623321002.html","Denim Shirt Dress","$29.99","Short, fitted dress in washed denim with a collar. Snap fasteners at front, chest pockets with flap and snap fastener, and side-seam pockets. Long sleeves with snap fasteners at cuffs. Rounded hem. Unlined.","Cotton 100%","Short","STYLE
				
					Shirt Dress","Denim blue","Denim blue"
"1573247137-4233","https://www2.hm.com/en_us/women/products/dresses.html","Cotton Twill Bib Overall Dress","https://www2.hm.com/en_us/productpage.0814517001.html","Cotton Twill Bib Overall Dress","$34.99","Short bib overall dress in soft cotton twill. Buttons at front, adjustable suspenders with metal fasteners, and patch front pockets. Unlined.","Cotton 100%","Short","STYLE
				
					Jumper
					Bib Overall Dress","Black","Black"
"1573251410-4350","https://www2.hm.com/en_us/women/products/dresses.html","Puff-sleeved Dress","https://www2.hm.com/en_us/productpage.0810765004.html","Puff-sleeved Dress","$59.99","Short, fitted dress with a low-cut V-neck. Concealed zip at back, half-length puff sleeves, and narrow cuffs with adjustable buttoning.","Polyester 100%","Sleeve: Length: 45.7 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Puff Sleeve
					V-neck","Black","Black/faux leather"
"1573237916-3984","https://www2.hm.com/en_us/women/products/dresses.html","Embroidered Cotton Dress","https://www2.hm.com/en_us/productpage.0783807001.html","Embroidered Cotton Dress","$99.00","Calf-length dress in woven cotton fabric with eyelet embroidery. V-neck, covered buttons at front, and seam below bust with wide panel. Short puff sleeves with narrow cuffs and flared skirt with slit at front. Lined.","Cotton 100%","Shoulder: Width: 36.3 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Puff Sleeve
					V-neck","Light yellow","Light yellow"
"1573231277-3794","https://www2.hm.com/en_us/women/products/dresses.html","Calf-length Dress","https://www2.hm.com/en_us/productpage.0786657003.html","Calf-length Dress","$29.99","Calf-length dress in woven viscose fabric with a printed pattern. V-neck, buttons at front, short sleeves, and narrow, elasticized cuffs with gathers. Seam and pleats at waist. Unlined.","Viscose 100%","Midi","STYLE
				
					V-neck","White/black","White/black floral"
"1573242435-4108","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Jersey Dress","https://www2.hm.com/en_us/productpage.0765926001.html","V-neck Jersey Dress","$24.99","Ankle-length dress in soft viscose jersey. Small V-neck, extra-narrow shoulder straps, elasticized seam at waist, and slits at sides.","Viscose 100%","Long","STYLE
				
					V-neck","Black","Black"
"1573240908-4067","https://www2.hm.com/en_us/women/products/dresses.html","H&M+ V-neck Wrap Dress","https://www2.hm.com/en_us/productpage.0816448002.html","H&M+ V-neck Wrap Dress","$49.99","Calf-length dress in soft, woven viscose fabric. V-neck, wrapover front with ties at one side, long, slightly wider sleeves, and narrow cuffs with buttons. Seam at waist and gently draped, slightly flared skirt. Unlined.","Viscose 100%","Shoulder: Width: 49.0 cm (Size XL) – cm = unitofmeasure","STYLE
				
					Wrapover
					V-neck","Red","Red"
"1573243711-4142","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Sheen","https://www2.hm.com/en_us/productpage.0798826001.html","Dress with Sheen","$17.99","Short, fitted dress in jersey with a sheen. Double layers at front with a low-cut V-neck, low-cut back, and narrow shoulder straps. Narrow strap across front and back. Unlined.","Polyester 95%, Elastane 5%","Short","STYLE
				
					Plunge Back
					V-neck","Red","Red"
"1573250134-4315","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Dress","https://www2.hm.com/en_us/productpage.0783497006.html","V-neck Dress","$39.99","Short, straight-cut dress in woven fabric. V-neck, long sleeves, and wide cuffs with metal button. Unlined.","Polyester 100%","Back: Length: 84.0 cm (Size 8) – cm = unitofmeasure","STYLE
				
					V-neck","Dark green","Dark green"
"1573234080-3877","https://www2.hm.com/en_us/women/products/dresses.html","Sweatshirt Dress","https://www2.hm.com/en_us/productpage.0512251008.html","Sweatshirt Dress","$17.99","Short dress in lightweight sweatshirt fabric with dropped shoulders, 3/4-length sleeves with sewn cuffs, and short slits at sides.","Elastic ribbings: Cotton 95%, Elastane 5%","Short","","Dark red","Dark red"
"1573228293-3708","https://www2.hm.com/en_us/women/products/dresses.html","Lace Dress","https://www2.hm.com/en_us/productpage.0608007018.html","Lace Dress","$79.99","Calf-length lace dress with a V-neck. Narrow, adjustable shoulder straps, seam at waist with concealed zip, and a flared skirt. Lined.","Cotton 36%, Polyamide 35%, Viscose 14%, Lyocell 14%, Polyester 1%","Midi","STYLE
				
					V-neck","Yellow","Yellow"
"1573231461-3799","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Silk Dress","https://www2.hm.com/en_us/productpage.0615161002.html","V-neck Silk Dress","$199.00","PREMIUM QUALITY. Knee-length dress in silk with a lightly brushed finish. V-neck with sewn wrapover, short, wide sleeves, and seam at waist with removable tie belt. Gently flared skirt. Unlined.","Silk 93%, Elastane 7%","Midi","STYLE
				
					Wrapover
					V-neck","Dark blue","Dark blue"
"1573248213-4263","https://www2.hm.com/en_us/women/products/dresses.html","Lace Dress","https://www2.hm.com/en_us/productpage.0832013001.html","Lace Dress","$69.99","Knee-length dress in lace with a V-neck, long sleeves, and seams below bust with inset hole embroidery. Flared skirt and concealed side zip. Jersey lining.","Cotton 62%, Polyamide 38%","Short","STYLE
				
					V-neck","Dark turquoise","Dark turquoise"
"1573254249-4427","https://www2.hm.com/en_us/women/products/dresses.html","Velour Dress with Flounce","https://www2.hm.com/en_us/productpage.0838846001.html","Velour Dress with Flounce","$29.99","Short dress in velour with long sleeves. Ruffle-trimmed cut-out section at back, button at back of neck, and gently flared skirt with a flounce at hem.","Polyester 90%, Elastane 10%","Short","STYLE
				
					Round Neck","Black","Black"
